label,message,message_length,label_encoded,message_clean
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,72,0,did u find a sitter for kaitlyn? i was sick and slept all day yesterday.
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",91,0,"sorry man, accidentally left my phone on silent last night and didn't check it til i got up"
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,70,0,hey.. something came up last min.. think i wun be signing up tmr.. hee
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,140,0,he's an adult and would learn from the experience. there's no real danger. i just dont like peeps using drugs they dont need. but no comment
ham,Hey! There's veggie pizza... :/,31,0,hey! there's veggie pizza... :/
ham,Yun buying... But school got offer 2000 plus only...,52,0,yun buying... but school got offer 2000 plus only...
ham,You sure your neighbors didnt pick it up,40,0,you sure your neighbors didnt pick it up
ham,K. I will sent it again,23,0,k. i will sent it again
ham,Well. Im computerless. Time to make some oreo truffles,54,0,well. im computerless. time to make some oreo truffles
ham,"Haha yeah I see that now, be there in a sec",43,0,"haha yeah i see that now, be there in a sec"
ham,I am not having her number sir,30,0,i am not having her number sir
ham,Lol now I'm after that hot air balloon!,39,0,lol now i'm after that hot air balloon!
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,71,0,ok . . now i am in bus. . if i come soon i will come otherwise tomorrow
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,146,0,msgs r not time pass.they silently say that i am thinking of u right now and also making u think of me at least 4 a moment. gd nt.swt drms @shesil
ham,"Yeah, we can probably swing by once my roommate finishes up with his girl",73,0,"yeah, we can probably swing by once my roommate finishes up with his girl"
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",159,1,"got what it takes 2 take part in the wrc rally in oz? u can with lucozade energy! text rally le to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Happy new years melody!,23,0,happy new years melody!
ham,Ü dun need to pick ur gf?,25,0,ü dun need to pick ur gf?
ham,Yay! You better not have told that to 5 other girls either.,59,0,yay! you better not have told that to 5 other girls either.
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,150,0,horrible u eat macs eat until u forgot abt me already rite... u take so long 2 reply. i thk it's more toot than b4 so b prepared. now wat shall i eat?
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",167,0,"did he say how fantastic i am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think i would be the first person 2 die from n v q? "
ham,Just nw i came to hme da..,26,0,just nw i came to hme da..
ham,"I'm outside islands, head towards hard rock and you'll run into me",66,0,"i'm outside islands, head towards hard rock and you'll run into me"
ham,To day class is there are no class.,35,0,to day class is there are no class.
ham,I'm in chennai velachery:),26,0,i'm in chennai velachery:)
ham,You flippin your shit yet?,26,0,you flippin your shit yet?
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore",49,0,"k give me a sec, breaking a  &lt;#&gt;  at cstore"
ham,Am i that much bad to avoid like this?,38,0,am i that much bad to avoid like this?
ham,"Yo, you around? Just got my car back",36,0,"yo, you around? just got my car back"
ham,Annoying isn't it.,18,0,annoying isn't it.
ham,"Goodmorning, Today i am late for  &lt;#&gt; min.",48,0,"goodmorning, today i am late for  &lt;#&gt; min."
ham,There's no point hangin on to mr not right if he's not makin u happy,68,0,there's no point hangin on to mr not right if he's not makin u happy
ham,All will come alive.better correct any good looking figure there itself..,73,0,all will come alive.better correct any good looking figure there itself..
ham,In that case I guess I'll see you at campus lodge,49,0,in that case i guess i'll see you at campus lodge
ham,We're done...,13,0,we're done...
ham,Come to my home for one last time i wont do anything. Trust me.,63,0,come to my home for one last time i wont do anything. trust me.
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,133,0,i was up all night too worrying about this appt. it's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,154,1,sex up ur mobile with a free sexy pic of jordan! just text babe to 88600. then every wk get a sexy celeb! pocketbabe.co.uk 4 more pics. 16 £3/wk 087016248
ham,Ok... C ya...,13,0,ok... c ya...
spam,You have 1 new voicemail. Please call 08719181503,49,1,you have 1 new voicemail. please call 08719181503
ham,What he said is not the matter. My mind saying some other matter is there.,74,0,what he said is not the matter. my mind saying some other matter is there.
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",138,0,"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,164,0,neft transaction with reference number  &lt;#&gt;  for rs. &lt;decimal&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;time&gt; : &lt;#&gt;
ham,Otherwise had part time job na-tuition..,40,0,otherwise had part time job na-tuition..
ham,I know she called me,20,0,i know she called me
ham,"Me also da, i feel yesterday night  wait til 2day night dear.",61,0,"me also da, i feel yesterday night  wait til 2day night dear."
ham,Thanks for understanding. I've been trying to tell sura that.,61,0,thanks for understanding. i've been trying to tell sura that.
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,145,1,win a year supply of cds 4 a store of ur choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,130,0,the whole car appreciated the last two! dad and are having a map reading semi argument but apart from that things are going ok. p.
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",148,1,"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr"
ham,I need you to be in my strong arms...,37,0,i need you to be in my strong arms...
ham,Also maaaan are you missing out,31,0,also maaaan are you missing out
ham,His bday real is in april .,27,0,his bday real is in april .
ham,Guessin you ain't gonna be here before 9?,41,0,guessin you ain't gonna be here before 9?
ham,Ok then i will come to ur home after half an hour,49,0,ok then i will come to ur home after half an hour
ham,"Yo, the game almost over? Want to go to walmart soon",52,0,"yo, the game almost over? want to go to walmart soon"
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",124,0,"yeah, probably but not sure. ilol let u know, but personally i wuldnt bother, then again if ur goin to then i mite as well!!"
ham,I'll text now! All creepy like so he won't think that we forgot,63,0,i'll text now! all creepy like so he won't think that we forgot
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",83,0,"that would be good … i'll phone you tomo lunchtime, shall i, to organise something?"
spam,You have 1 new voicemail. Please call 08719181513.,50,1,you have 1 new voicemail. please call 08719181513.
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",70,0,"damn, can you make it tonight or do you want to just wait til tomorrow"
ham,K..k..i'm also fine:)when will you complete the course?,55,0,k..k..i'm also fine:)when will you complete the course?
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",119,0,"true. it is passable. and if you get a high score and apply for phd, you get 5years of salary. so it makes life easier."
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,143,1,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
ham,Prakesh is there know.,22,0,prakesh is there know.
ham,Teach me apps da. When you come to college.,43,0,teach me apps da. when you come to college.
ham,Rofl betta invest in some  anti aging products,46,0,rofl betta invest in some  anti aging products
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",75,0,"sir, you will receive the account no another 1hr time. sorry for the delay."
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,159,1,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,So ü'll be submitting da project tmr rite?,42,0,so ü'll be submitting da project tmr rite?
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,122,1,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.
ham,Jus ans me lar. U'll noe later.,31,0,jus ans me lar. u'll noe later.
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,76,0,i want to send something that can sell fast.  &lt;#&gt; k is not easy money.
ham,have got * few things to do. may be in * pub later.,51,0,have got * few things to do. may be in * pub later.
